ID,comment,sentiment
10194,I think my experience feels bad. Total waste of money.,Negative
10195,Customer support is bad. Total waste of money.,Negative
10196,I think this item was awesome. Exceeded expectations.,Positive
10197,The price feels bad. Very frustrated.,Negative
10198,The product proved to be very standard. Serves its purpose.,Neutral
10199,This item is wonderful. Best purchase ever.,Positive
10200,The service looks fantastic. Exceeded expectations.,Positive
10201,The product feels absolutely brilliant. Exceeded expectations.,Positive
10202,My experience is quite horrible. Will return it.,Negative
10203,The design is fairly brilliant. Highly recommended!,Positive
10204,The quality was somewhat wonderful. Exceeded expectations.,Positive
10205,I think the product looks useless. Will return it.,Negative
10206,The product looks dreadful. Will return it.,Negative
10207,The product was very brilliant. Very satisfied.,Positive
10208,The product feels very dreadful. Total waste of money.,Negative
10209,Customer support proved to be absolutely subpar. Do not buy.,Negative
10210,I think this item was wonderful. Exceeded expectations.,Positive
10211,The packaging proved to be terrible. Very frustrated.,Negative
10212,This item feels totally terrible. Will return it.,Negative
10213,The product feels stellar. Best purchase ever.,Positive
10214,This item seems worst. Will return it.,Negative
10215,My experience was excellent. Very satisfied.,Positive
10216,My experience proved to be awesome. Will buy again.,Positive
10217,The design is awful. I hate it.,Negative
10218,The packaging proved to be extremely dreadful. Total waste of money.,Negative
10219,I think the quality looks fair. Might buy again.,Neutral
10220,This item was really bad. Do not buy.,Negative
10221,"I think this item was normal. Not bad, not great.",Neutral
10222,"My experience feels mediocre. Not bad, not great.",Positive
10223,The quality is fairly excellent. Highly recommended!,Positive
10224,The design proved to be fine. It does the job.,Neutral
10225,"I think the price was standard. Not bad, not great.",Neutral
10226,"The design looks quite fine. Not bad, not great.",Neutral
10227,I think the product was fine. As expected.,Neutral
10228,I think the price feels worst. Total waste of money.,Negative
10229,"I think delivery is mediocre. Not bad, not great.",Neutral
10230,The packaging proved to be completely stellar. Highly recommended!,Positive
10231,My experience looks extremely disappointing. I hate it.,Negative
10232,Delivery feels extremely average. Serves its purpose.,Neutral
10233,Delivery is very brilliant. Will buy again.,Positive
10234,I think customer support is subpar. Do not buy.,Negative
10235,The price seems extremely dreadful. I hate it.,Negative
10236,The packaging seems very typical. Might buy again.,Neutral
10237,The packaging proved to be awful. I hate it.,Negative
10238,I think the design feels awesome. Will buy again.,Positive
10239,The design is dreadful. Will return it.,Negative
10240,The quality was subpar. Very frustrated.,Negative
10241,The quality looks somewhat worst. Save your money.,Negative
10242,I think the price is wonderful. Very satisfied.,Positive
10243,Customer support proved to be typical. Might buy again.,Neutral
10244,The product proved to be fairly great. Very satisfied.,Positive
10245,The packaging seems quite excellent. I love it.,Positive
10246,Delivery seems truly horrible. Do not buy.,Negative
10247,I think the price feels horrible. Will return it.,Negative
10248,The product feels amazing. I love it.,Negative
10249,I think the quality seems perfect. Best purchase ever.,Positive
10250,The product feels somewhat useless. Total waste of money.,Negative
10251,The quality feels awesome. I love it.,Positive
10252,I think the price seems brilliant. Best purchase ever.,Positive
10253,The design was fairly terrible. Very frustrated.,Negative
10254,I think the service looks awesome. I love it.,Positive
10255,"The price proved to be fair. Not bad, not great.",Neutral
10256,I think the product was excellent. Exceeded expectations.,Positive
10257,The product was dreadful. Save your money.,Negative
10258,Customer support is fantastic. Will buy again.,Positive
10259,Delivery was somewhat useless. I hate it.,Negative
10260,I think delivery is subpar. Total waste of money.,Negative
10261,I think the price looks acceptable. Nothing special.,Neutral
10262,I think the price looks horrible. I hate it.,Negative
10263,I think the quality was average. It does the job.,Neutral
10264,I think the design was horrible. Will return it.,Negative
10265,I think the quality looks superb. I love it.,Positive
10266,The service is extremely amazing. Highly recommended!,Positive
10267,I think delivery looks awesome. Will buy again.,Positive
10268,Delivery is brilliant. Highly recommended!,Positive
10269,The service proved to be somewhat okay. Might buy again.,Neutral
10270,Delivery is brilliant. Very satisfied.,Positive
10271,I think my experience is fantastic. Exceeded expectations.,Positive
10272,I think the price is fair. Might buy again.,Neutral
10273,My experience feels extremely poor. Do not buy.,Negative
10274,I think the quality seems wonderful. Best purchase ever.,Positive
10275,My experience feels great. Exceeded expectations.,Negative
10276,The design feels extremely okay. It does the job.,Neutral
10277,The product feels subpar. Very frustrated.,Negative
10278,The packaging is fine. It does the job.,Neutral
10279,The design proved to be brilliant. Highly recommended!,Positive
10280,"My experience was fair. Not bad, not great.",Neutral
10281,I think this item proved to be stellar. Highly recommended!,Positive
10282,The product was perfect. Best purchase ever.,Positive
10283,The packaging looks very stellar. Best purchase ever.,Negative
10284,I think delivery is worst. I hate it.,Negative
10285,The design seems quite superb. Will buy again.,Positive
10286,The packaging feels average. Nothing special.,Neutral
10287,Customer support proved to be awesome. Highly recommended!,Positive
10288,I think delivery proved to be fantastic. I love it.,Neutral
10289,The price is absolutely awful. I hate it.,Negative
10290,I think delivery is acceptable. Nothing special.,Neutral
10291,Delivery looks worst. Will return it.,Negative
10292,Delivery is absolutely mediocre. It does the job.,Neutral
10293,Customer support is truly stellar. I love it.,Positive
10294,I think the service was subpar. Total waste of money.,Negative
10295,I think delivery looks fantastic. Very satisfied.,Positive
10296,Customer support is very worst. Will return it.,Negative
10297,Customer support was truly amazing. Highly recommended!,Positive
10298,The design is useless. I hate it.,Negative
10299,The service proved to be horrible. Very frustrated.,Negative
10300,The price proved to be normal. Nothing special.,Neutral
10301,The quality seems really perfect. Best purchase ever.,Positive
10302,The packaging looks fantastic. Will buy again.,Positive
10303,The price seems completely brilliant. I love it.,Positive
10304,I think the service is perfect. Will buy again.,Positive
10305,Delivery feels terrible. Total waste of money.,Negative
10306,The packaging looks truly terrible. Do not buy.,Negative
10307,I think the service feels brilliant. Highly recommended!,Positive
10308,I think the quality proved to be terrible. Do not buy.,Negative
10309,Customer support is awesome. Will buy again.,Positive
10310,I think the quality is fantastic. Exceeded expectations.,Positive
10311,The packaging is absolutely okay. Serves its purpose.,Neutral
10312,The service seems fairly great. Best purchase ever.,Positive
10313,The quality was great. I love it.,Positive
10314,I think the price proved to be fair. Might buy again.,Neutral
10315,My experience proved to be bad. Do not buy.,Negative
10316,The packaging feels totally awful. I hate it.,Negative
10317,"I think delivery proved to be okay. Not bad, not great.",Neutral
10318,I think my experience seems superb. Best purchase ever.,Positive
10319,"The design is absolutely mediocre. Not bad, not great.",Neutral
10320,The service was amazing. I love it.,Positive
10321,The quality feels fairly fantastic. Will buy again.,Positive
10322,The quality is totally subpar. Will return it.,Negative
10323,I think delivery feels standard. As expected.,Neutral
10324,I think my experience looks useless. I hate it.,Negative
10325,I think the design feels worst. Do not buy.,Negative
10326,"The product proved to be absolutely normal. Not bad, not great.",Neutral
10327,The product seems subpar. Will return it.,Neutral
10328,The quality is totally wonderful. Will buy again.,Positive
10329,Customer support proved to be truly brilliant. Very satisfied.,Positive
10330,My experience seems quite awesome. Very satisfied.,Positive
10331,I think customer support looks subpar. Total waste of money.,Negative
10332,Delivery was truly useless. Do not buy.,Negative
10333,Customer support feels really bad. Save your money.,Negative
10334,I think the product seems standard. As expected.,Neutral
10335,I think the packaging looks disappointing. Do not buy.,Negative
10336,I think the quality was wonderful. Highly recommended!,Positive
10337,My experience was regular. Nothing special.,Neutral
10338,Customer support was terrible. Do not buy.,Neutral
10339,The service proved to be perfect. Very satisfied.,Positive
10340,The service looks somewhat superb. Exceeded expectations.,Neutral
10341,I think the service proved to be excellent. Exceeded expectations.,Positive
10342,The service looks dreadful. I hate it.,Positive
10343,I think the service proved to be bad. I hate it.,Negative
10344,This item looks fantastic. Very satisfied.,Positive
10345,The quality feels really fair. Might buy again.,Neutral
10346,"My experience feels somewhat standard. Not bad, not great.",Neutral
10347,This item was somewhat useless. Do not buy.,Negative
10348,I think delivery feels wonderful. Highly recommended!,Positive
10349,Delivery looks bad. Save your money.,Negative
10350,I think the product looks amazing. I love it.,Positive
10351,The quality feels completely superb. Very satisfied.,Positive
10352,I think the product looks great. Very satisfied.,Positive
10353,I think my experience feels dreadful. Save your money.,Negative
10354,"This item seems truly typical. Not bad, not great.",Neutral
10355,Delivery proved to be extremely great. Best purchase ever.,Positive
10356,I think the service was subpar. I hate it.,Negative
10357,The packaging looks worst. Do not buy.,Negative
10358,This item is terrible. Do not buy.,Negative
10359,I think the packaging was wonderful. Best purchase ever.,Positive
10360,This item feels brilliant. Will buy again.,Positive
10361,The service feels excellent. Will buy again.,Positive
10362,The price seems amazing. I love it.,Positive
10363,The service looks completely worst. Total waste of money.,Negative
10364,I think the design is wonderful. Exceeded expectations.,Positive
10365,Customer support looks bad. Do not buy.,Neutral
10366,I think the price is standard. It does the job.,Positive
10367,This item proved to be absolutely average. Nothing special.,Neutral
10368,I think my experience was disappointing. I hate it.,Negative
10369,I think this item is bad. Save your money.,Negative
10370,The design is extremely poor. Very frustrated.,Negative
10371,I think the quality is perfect. Very satisfied.,Positive
10372,The packaging is somewhat awesome. Exceeded expectations.,Positive
10373,I think the packaging is subpar. Save your money.,Negative
10374,The product is quite normal. Might buy again.,Negative
10375,I think the price feels excellent. I love it.,Positive
10376,I think this item feels great. Best purchase ever.,Positive
10377,The quality feels terrible. Will return it.,Negative
10378,"The service seems regular. Not bad, not great.",Neutral
10379,The design feels awful. Very frustrated.,Negative
10380,Customer support proved to be quite excellent. Will buy again.,Positive
10381,I think the packaging feels horrible. I hate it.,Negative
10382,I think this item is useless. I hate it.,Neutral
10383,The design is disappointing. I hate it.,Negative
10384,The service proved to be quite subpar. Will return it.,Negative
10385,I think customer support looks perfect. I love it.,Positive
10386,The price feels bad. I hate it.,Negative
10387,I think the design seems worst. Do not buy.,Negative
10388,The service feels completely awesome. I love it.,Positive
10389,Delivery was very worst. Save your money.,Negative
10390,I think delivery seems amazing. Exceeded expectations.,Positive
10391,The product looks excellent. Best purchase ever.,Positive
10392,The packaging proved to be wonderful. Highly recommended!,Positive
10393,I think customer support feels fantastic. Best purchase ever.,Positive
10394,Delivery proved to be bad. Save your money.,Negative
10395,The price feels totally subpar. I hate it.,Negative
10396,The product was absolutely dreadful. Very frustrated.,Negative
10397,The service looks extremely wonderful. Highly recommended!,Positive
10398,The price feels truly wonderful. Very satisfied.,Positive
10399,I think my experience proved to be great. Will buy again.,Positive
10400,The quality looks regular. It does the job.,Neutral
10401,Customer support was completely worst. Do not buy.,Negative
10402,I think my experience looks disappointing. Will return it.,Neutral
10403,The service feels fairly mediocre. It does the job.,Neutral
10404,This item seems completely brilliant. Will buy again.,Positive
10405,The design looks very worst. Will return it.,Negative
10406,The quality is truly excellent. Best purchase ever.,Positive
10407,The service looks completely average. Serves its purpose.,Neutral
10408,My experience seems completely awesome. I love it.,Positive
10409,My experience seems bad. Save your money.,Negative
10410,I think this item proved to be fantastic. Exceeded expectations.,Positive
10411,The price looks terrible. Will return it.,Negative
10412,Customer support looks quite disappointing. I hate it.,Negative
10413,Customer support looks very worst. Will return it.,Negative
10414,The price seems really perfect. I love it.,Positive
10415,The product was extremely wonderful. I love it.,Positive
10416,"The quality proved to be somewhat standard. Not bad, not great.",Neutral
10417,I think the packaging proved to be fantastic. Very satisfied.,Positive
10418,The service feels somewhat horrible. Do not buy.,Negative
10419,I think the product proved to be perfect. Will buy again.,Positive
10420,I think the packaging was superb. Exceeded expectations.,Positive
10421,I think delivery proved to be poor. Very frustrated.,Negative
10422,The design was really useless. I hate it.,Negative
10423,The service is quite okay. Serves its purpose.,Neutral
10424,The service feels poor. Do not buy.,Negative
10425,Customer support looks poor. Very frustrated.,Negative
10426,"The packaging is average. Not bad, not great.",Neutral
10427,The product looks somewhat horrible. Will return it.,Negative
10428,I think the quality is regular. Serves its purpose.,Neutral
10429,This item proved to be dreadful. Save your money.,Negative
10430,I think this item proved to be mediocre. It does the job.,Neutral
10431,The price seems very worst. I hate it.,Negative
10432,This item is worst. Save your money.,Negative
10433,Customer support feels totally excellent. Exceeded expectations.,Positive
10434,My experience feels really superb. Very satisfied.,Positive
10435,The quality feels awesome. Highly recommended!,Positive
10436,The service was brilliant. Best purchase ever.,Positive
10437,Delivery is awful. Very frustrated.,Negative
10438,I think the product looks superb. Very satisfied.,Positive
10439,The product feels somewhat bad. Do not buy.,Negative
10440,I think the quality proved to be wonderful. Exceeded expectations.,Positive
10441,Delivery looks fairly perfect. Exceeded expectations.,Positive
10442,My experience proved to be truly fair. Might buy again.,Neutral
10443,I think this item proved to be bad. Will return it.,Neutral
10444,The quality was average. As expected.,Neutral
10445,I think customer support is okay. As expected.,Neutral
10446,I think customer support proved to be horrible. Save your money.,Negative
10447,I think the product was amazing. Exceeded expectations.,Positive
10448,Customer support seems extremely excellent. Will buy again.,Positive
10449,I think this item proved to be bad. Do not buy.,Negative
10450,Delivery proved to be mediocre. As expected.,Neutral
10451,My experience proved to be absolutely worst. I hate it.,Negative
10452,I think the packaging is dreadful. Total waste of money.,Negative
10453,Customer support feels fairly poor. Save your money.,Negative
10454,"I think customer support seems regular. Not bad, not great.",Neutral
10455,The design feels perfect. Will buy again.,Positive
10456,The design looks fairly wonderful. Will buy again.,Positive
10457,The packaging is somewhat stellar. Will buy again.,Positive
10458,I think customer support is stellar. Very satisfied.,Positive
10459,I think delivery proved to be stellar. Will buy again.,Positive
10460,I think the packaging was perfect. Best purchase ever.,Positive
10461,I think the service was fantastic. Highly recommended!,Positive
10462,"I think the packaging is mediocre. Not bad, not great.",Neutral
10463,"The service was somewhat acceptable. Not bad, not great.",Neutral
10464,Customer support feels fantastic. Very satisfied.,Positive
10465,I think this item feels poor. I hate it.,Negative
10466,Customer support seems awful. Total waste of money.,Negative
10467,I think my experience is worst. Total waste of money.,Negative
10468,The design was fairly wonderful. I love it.,Positive
10469,This item looks dreadful. Save your money.,Negative
10470,I think delivery proved to be typical. Serves its purpose.,Neutral
10471,I think the price looks wonderful. Exceeded expectations.,Positive
10472,I think the design looks perfect. Will buy again.,Neutral
10473,The service looks truly awesome. I love it.,Positive
10474,The packaging seems completely amazing. Highly recommended!,Positive
10475,This item proved to be fair. Serves its purpose.,Neutral
10476,Delivery was very normal. Nothing special.,Neutral
10477,"The quality was absolutely mediocre. Not bad, not great.",Neutral
10478,I think the packaging is stellar. Will buy again.,Positive
10479,Customer support is brilliant. Exceeded expectations.,Positive
10480,The packaging looks regular. Might buy again.,Neutral
10481,I think the quality was okay. Nothing special.,Neutral
10482,I think my experience was useless. I hate it.,Negative
10483,My experience proved to be horrible. Very frustrated.,Negative
10484,The price looks great. Exceeded expectations.,Positive
10485,I think the quality feels terrible. Very frustrated.,Negative
10486,The design was really horrible. Save your money.,Negative
10487,I think the quality looks mediocre. As expected.,Neutral
10488,I think the quality proved to be mediocre. It does the job.,Neutral
10489,My experience seems totally subpar. Total waste of money.,Negative
10490,The product is truly stellar. Best purchase ever.,Positive
10491,I think delivery feels worst. Very frustrated.,Negative
10492,The service looks amazing. I love it.,Positive
10493,This item feels really excellent. Exceeded expectations.,Positive
10494,My experience was horrible. Very frustrated.,Negative
10495,I think the quality feels disappointing. I hate it.,Negative
10496,I think the price feels awesome. Very satisfied.,Positive
10497,The service looks superb. Will buy again.,Positive
10498,The packaging was completely stellar. Exceeded expectations.,Positive
10499,I think the packaging looks mediocre. It does the job.,Neutral
10500,I think my experience was brilliant. Highly recommended!,Positive
10501,I think my experience feels horrible. I hate it.,Negative
10502,The service feels perfect. Will buy again.,Positive
10503,I think the product was worst. Will return it.,Negative
10504,This item is poor. Total waste of money.,Negative
10505,Customer support was superb. Will buy again.,Positive
10506,The design proved to be stellar. Highly recommended!,Positive
10507,The product seems truly typical. Nothing special.,Neutral
10508,The price proved to be useless. Will return it.,Negative
10509,I think customer support seems mediocre. It does the job.,Neutral
10510,My experience proved to be normal. As expected.,Neutral
10511,The packaging is great. I love it.,Positive
10512,This item was stellar. Very satisfied.,Positive
10513,I think the packaging looks wonderful. Very satisfied.,Positive
10514,The price seems bad. Total waste of money.,Negative
10515,The quality feels poor. Will return it.,Negative
10516,The design proved to be somewhat stellar. I love it.,Positive
10517,I think the price is bad. Total waste of money.,Negative
10518,The product proved to be excellent. Will buy again.,Positive
10519,My experience is excellent. Very satisfied.,Positive
10520,I think my experience seems fair. Serves its purpose.,Neutral
10521,I think the design seems fantastic. Very satisfied.,Positive
10522,I think my experience seems worst. Very frustrated.,Negative
10523,I think the quality was disappointing. Very frustrated.,Negative
10524,The service feels truly mediocre. Nothing special.,Neutral
10525,Customer support feels fantastic. Highly recommended!,Positive
10526,I think delivery seems great. Will buy again.,Positive
10527,This item feels really useless. Save your money.,Neutral
10528,Customer support looks fairly horrible. Very frustrated.,Negative
10529,The quality feels subpar. I hate it.,Negative
10530,The product seems useless. Save your money.,Negative
10531,The price proved to be very awful. I hate it.,Negative
10532,The price feels superb. Best purchase ever.,Positive
10533,The quality is brilliant. Highly recommended!,Positive
10534,The packaging was fine. As expected.,Neutral
10535,The packaging is completely horrible. Do not buy.,Negative
10536,The packaging feels quite dreadful. I hate it.,Negative
10537,This item looks really terrible. Save your money.,Negative
10538,Customer support looks extremely poor. I hate it.,Negative
10539,The packaging was very poor. Do not buy.,Negative
10540,I think the product is bad. Save your money.,Negative
10541,I think my experience looks fantastic. Best purchase ever.,Positive
10542,This item seems perfect. Will buy again.,Positive
10543,This item looks disappointing. Very frustrated.,Negative
10544,The design was quite perfect. Highly recommended!,Neutral
10545,The service was awesome. Exceeded expectations.,Positive
10546,The product feels somewhat fantastic. Will buy again.,Positive
10547,The service is great. Best purchase ever.,Positive
10548,I think my experience seems poor. Very frustrated.,Negative
10549,This item feels awesome. Highly recommended!,Positive
10550,I think my experience looks poor. Do not buy.,Negative
10551,I think delivery was perfect. Highly recommended!,Positive
10552,This item is very fair. Nothing special.,Neutral
10553,"The price seems quite average. Not bad, not great.",Neutral
10554,I think the price feels subpar. Very frustrated.,Negative
10555,Customer support looks truly awful. I hate it.,Negative
10556,The product feels worst. Do not buy.,Negative
10557,I think this item seems awesome. Best purchase ever.,Positive
10558,The service seems fairly awesome. Exceeded expectations.,Positive
10559,Delivery looks really mediocre. As expected.,Neutral
10560,Delivery looks perfect. I love it.,Positive
10561,I think the design was disappointing. Total waste of money.,Negative
10562,I think the quality is disappointing. Save your money.,Negative
10563,I think the price proved to be awesome. Exceeded expectations.,Positive
10564,I think my experience is dreadful. Total waste of money.,Negative
10565,Customer support looks terrible. Will return it.,Negative
10566,My experience feels average. Serves its purpose.,Neutral
10567,My experience seems absolutely bad. Save your money.,Negative
10568,My experience looks excellent. Will buy again.,Positive
10569,I think the service feels perfect. Very satisfied.,Positive
10570,This item is extremely bad. Save your money.,Negative
10571,The quality was typical. As expected.,Neutral
10572,I think the price seems standard. It does the job.,Neutral
10573,The packaging is useless. Will return it.,Negative
10574,I think the quality seems perfect. I love it.,Neutral
10575,The design seems totally great. Highly recommended!,Positive
10576,I think delivery seems disappointing. Will return it.,Negative
10577,The design was normal. It does the job.,Neutral
10578,"The quality feels very typical. Not bad, not great.",Neutral
10579,The product proved to be fairly perfect. Very satisfied.,Positive
10580,The packaging is very excellent. Best purchase ever.,Positive
10581,The quality was really brilliant. Exceeded expectations.,Positive
10582,I think customer support proved to be wonderful. Highly recommended!,Positive
10583,The design seems totally fine. Serves its purpose.,Neutral
10584,My experience is fairly awesome. I love it.,Positive
10585,The product looks poor. I hate it.,Negative
10586,"The price looks acceptable. Not bad, not great.",Neutral
10587,The product is extremely great. Best purchase ever.,Positive
10588,The price seems worst. Will return it.,Negative
10589,My experience is worst. Will return it.,Negative
10590,I think delivery looks fine. As expected.,Neutral
10591,"I think the quality is fine. Not bad, not great.",Neutral
10592,This item was truly amazing. Highly recommended!,Negative
10593,I think the service feels bad. Save your money.,Negative
10594,I think this item seems poor. Will return it.,Negative
10595,My experience looks normal. Might buy again.,Neutral
10596,I think the product proved to be stellar. I love it.,Positive
10597,I think delivery looks wonderful. Will buy again.,Neutral
10598,I think the quality is dreadful. Very frustrated.,Negative
10599,Delivery feels useless. Save your money.,Negative
10600,Delivery looks acceptable. Nothing special.,Neutral
10601,Customer support proved to be disappointing. Total waste of money.,Negative
10602,The design is really fine. Nothing special.,Neutral
10603,I think the design looks worst. Very frustrated.,Negative
10604,The design was superb. Very satisfied.,Positive
10605,I think the price seems bad. Save your money.,Negative
10606,My experience was terrible. Very frustrated.,Negative
10607,I think the product feels standard. It does the job.,Neutral
10608,My experience looks somewhat poor. Save your money.,Negative
10609,I think the design feels subpar. Total waste of money.,Negative
10610,The service was really worst. Total waste of money.,Positive
10611,The product proved to be truly perfect. Very satisfied.,Positive
10612,I think the price is brilliant. Exceeded expectations.,Positive
10613,Customer support looks somewhat typical. Serves its purpose.,Neutral
10614,I think the price proved to be brilliant. Best purchase ever.,Positive
10615,Customer support was brilliant. Very satisfied.,Positive
10616,The design feels fairly brilliant. Highly recommended!,Positive
10617,I think the design is standard. It does the job.,Neutral
10618,I think delivery looks acceptable. Might buy again.,Neutral
10619,The packaging feels worst. I hate it.,Negative
10620,I think the packaging was dreadful. Total waste of money.,Negative
10621,I think the service is subpar. Save your money.,Negative
10622,I think the design proved to be awful. Save your money.,Neutral
10623,Delivery is okay. Nothing special.,Neutral
10624,I think this item seems subpar. Will return it.,Negative
10625,The packaging was horrible. Do not buy.,Negative
10626,I think my experience was disappointing. I hate it.,Neutral
10627,The packaging is fairly excellent. Highly recommended!,Positive
10628,This item proved to be somewhat typical. It does the job.,Neutral
10629,The price seems completely useless. Will return it.,Negative
10630,The price feels acceptable. Nothing special.,Neutral
10631,The service looks subpar. Do not buy.,Negative
10632,The price is completely wonderful. Exceeded expectations.,Positive
10633,The quality was dreadful. I hate it.,Negative
10634,My experience is acceptable. Might buy again.,Neutral
10635,I think the service feels brilliant. Highly recommended!,Positive
10636,I think the quality is regular. Nothing special.,Neutral
10637,I think my experience was standard. Serves its purpose.,Neutral
10638,I think customer support seems useless. Total waste of money.,Positive
10639,This item looks really amazing. Will buy again.,Positive
10640,I think the product looks awesome. Exceeded expectations.,Positive
10641,My experience proved to be excellent. Highly recommended!,Positive
10642,My experience proved to be awful. I hate it.,Negative
10643,My experience feels fairly brilliant. Exceeded expectations.,Positive
10644,The service looks useless. Very frustrated.,Negative
10645,The quality looks truly excellent. Will buy again.,Positive
10646,I think the product feels amazing. Very satisfied.,Positive
10647,This item feels quite worst. Very frustrated.,Negative
10648,I think the service was poor. Total waste of money.,Negative
10649,The quality is great. Exceeded expectations.,Positive
10650,The packaging was brilliant. Very satisfied.,Positive
10651,The quality looks mediocre. Nothing special.,Neutral
10652,The product proved to be superb. I love it.,Positive
10653,The packaging seems truly horrible. Total waste of money.,Negative
10654,Customer support looks truly fair. Nothing special.,Neutral
10655,I think my experience was wonderful. Highly recommended!,Positive
10656,This item feels dreadful. Do not buy.,Negative
10657,The design feels absolutely fair. It does the job.,Negative
10658,Customer support seems quite fantastic. Will buy again.,Positive
10659,This item seems quite acceptable. It does the job.,Neutral
10660,Customer support looks perfect. Exceeded expectations.,Positive
10661,My experience looks fairly dreadful. Do not buy.,Negative
10662,The packaging seems great. Will buy again.,Positive
10663,The quality seems subpar. I hate it.,Negative
10664,I think the product seems terrible. Save your money.,Negative
10665,This item is horrible. Will return it.,Negative
10666,I think customer support proved to be regular. As expected.,Neutral
10667,The quality was totally subpar. Will return it.,Negative
10668,I think the price was terrible. I hate it.,Negative
10669,This item proved to be very worst. Save your money.,Negative
10670,The service proved to be extremely brilliant. Highly recommended!,Positive
10671,I think this item is brilliant. Exceeded expectations.,Positive
10672,The product looks somewhat superb. I love it.,Positive
10673,The packaging seems wonderful. I love it.,Positive
10674,I think the design seems amazing. Best purchase ever.,Positive
10675,My experience is amazing. Exceeded expectations.,Positive
10676,I think customer support is terrible. Total waste of money.,Negative
10677,Delivery looks stellar. Very satisfied.,Positive
10678,This item proved to be totally amazing. Will buy again.,Positive
10679,This item feels standard. As expected.,Neutral
10680,I think the design seems dreadful. Do not buy.,Negative
10681,Customer support proved to be totally terrible. Total waste of money.,Negative
10682,The service looks truly great. I love it.,Positive
10683,The service seems fairly normal. As expected.,Neutral
10684,I think the quality feels fine. As expected.,Neutral
10685,The product proved to be very poor. Will return it.,Negative
10686,My experience looks subpar. I hate it.,Negative
10687,Delivery is poor. Total waste of money.,Negative
10688,Customer support proved to be fine. As expected.,Neutral
10689,I think the service proved to be superb. I love it.,Positive
10690,I think this item was horrible. I hate it.,Negative
10691,The design was quite horrible. Total waste of money.,Negative
10692,The design is somewhat average. Nothing special.,Neutral
10693,I think this item feels brilliant. I love it.,Positive
10694,Delivery was amazing. Exceeded expectations.,Positive
10695,My experience looks completely great. Will buy again.,Positive
10696,The design feels completely mediocre. Serves its purpose.,Neutral
10697,The quality was quite terrible. Very frustrated.,Negative
10698,Customer support seems wonderful. I love it.,Positive
10699,I think the quality looks worst. Save your money.,Negative
10700,The price feels fairly great. I love it.,Positive
10701,I think this item feels mediocre. Might buy again.,Neutral
10702,The design feels truly bad. Save your money.,Negative
10703,The price looks absolutely amazing. Very satisfied.,Positive
10704,The packaging seems perfect. Will buy again.,Positive
10705,The service proved to be worst. Very frustrated.,Negative
10706,Customer support looks standard. As expected.,Neutral
10707,The product is perfect. Will buy again.,Positive
10708,"I think the price proved to be acceptable. Not bad, not great.",Neutral
10709,Delivery looks awesome. Highly recommended!,Positive
10710,The packaging looks extremely mediocre. It does the job.,Neutral
10711,The design feels truly normal. Might buy again.,Neutral
10712,"The design looks fairly typical. Not bad, not great.",Negative
10713,The service feels normal. Nothing special.,Neutral
10714,I think the product looks average. Serves its purpose.,Neutral
10715,I think customer support seems awesome. I love it.,Positive
10716,I think my experience was fair. As expected.,Neutral
10717,The quality was terrible. Total waste of money.,Negative
10718,I think delivery feels subpar. Will return it.,Negative
10719,The packaging looks totally horrible. I hate it.,Negative
10720,The price was dreadful. Save your money.,Negative
10721,Delivery was okay. It does the job.,Neutral
10722,The product feels useless. Do not buy.,Negative
10723,This item seems quite typical. Might buy again.,Neutral
10724,The quality was very stellar. Highly recommended!,Positive
10725,My experience is subpar. Very frustrated.,Negative
10726,The design proved to be really awful. Total waste of money.,Negative
10727,I think this item is superb. I love it.,Positive
10728,The service seems average. Serves its purpose.,Neutral
10729,I think the product was superb. Best purchase ever.,Positive
10730,Customer support is awesome. Very satisfied.,Positive
10731,I think the design is awful. Will return it.,Negative
10732,The price looks awesome. Will buy again.,Positive
10733,The service proved to be very worst. Total waste of money.,Negative
10734,I think delivery is fantastic. Will buy again.,Positive
10735,The service feels truly subpar. Do not buy.,Negative
10736,The price was useless. Will return it.,Negative
10737,The quality seems quite stellar. Highly recommended!,Positive
10738,I think the quality feels awful. Total waste of money.,Negative
10739,My experience is quite dreadful. Will return it.,Positive
10740,The price seems typical. Nothing special.,Neutral
10741,The quality feels okay. It does the job.,Neutral
10742,I think the packaging was average. Nothing special.,Neutral
10743,The service looks completely awesome. Will buy again.,Neutral
10744,The price looks absolutely superb. Best purchase ever.,Positive
10745,The packaging proved to be useless. Do not buy.,Negative
10746,The packaging feels bad. Do not buy.,Negative
10747,The quality proved to be quite stellar. Very satisfied.,Positive
10748,Customer support is quite fair. Nothing special.,Neutral
10749,The product looks extremely subpar. I hate it.,Negative
10750,This item feels fantastic. Will buy again.,Positive
10751,The product is awful. Do not buy.,Negative
10752,The product seems horrible. Will return it.,Negative
10753,My experience is fantastic. Best purchase ever.,Positive
10754,I think this item feels brilliant. Will buy again.,Positive
10755,I think delivery looks typical. It does the job.,Neutral
10756,I think the design seems awful. I hate it.,Negative
10757,The price looks somewhat amazing. Exceeded expectations.,Positive
10758,Delivery proved to be awesome. Very satisfied.,Positive
10759,Customer support seems fairly acceptable. Serves its purpose.,Neutral
10760,I think the product seems okay. As expected.,Neutral
10761,The service was dreadful. Total waste of money.,Negative
10762,I think the packaging was fine. Might buy again.,Neutral
10763,I think the quality is disappointing. Total waste of money.,Negative
10764,The design was brilliant. Best purchase ever.,Positive
